Unnamed: 0.1,Unnamed: 0,family,genus,species,common_name,wagner_pg_number,description,infraspecific_epithet,stem_hair_type,phyllotaxy_type,leaf_hair_description,leaf_hair_upper_description,leaf_hair_lower_description,breeding_type,inflorescence_type,ray_color,floret_color,spathe_color,perianth_outer_color,perianth_inner_color,perianth_color,labellum_color,corolla_type,staminate_corolla_type,pistillate_corolla_type,corolla_color,fruit_type,ploidy,chromosome_number,average_chromosome_number,origin,status,life_form_type,leaf_type,leaf_margin_type,leaf_shape_type,juvenile_leaf_type,juvenile_leaf_margin_type,juvenile_leaf_shape_type,leaflets_leaf_type,leaflets_leaf_margin_type,leaflets_leaf_shape_type,leaf_hair_type,leaf_hair_upper_type,leaf_hair_lower_type,juvenile_leaf_hair_type,island_type,hawaiian_name,stem_height,leaf_length,leaf_width,juvenile_leaf_length,juvenile_leaf_width,leaflets_leaf_length,leaflets_leaf_width,petioles,staminate_inflorescence_length,staminate_inflorescence_width,pistillate_inflorescence_length,pistillate_inflorescence_width,inflorescence_flower_length,inflorescence_flower_width,flower_length,flower_width,rachis_length,rachis_diameter,head_length,head_diameter,bur_length,tepal_length,staminate_tepal_length,pistillate_tepal_length,ray_length,ray_width,florets_length,involucre_length,involucre_width,staminate_involucre_length,pistilate_involucre_length,bract_length,bract_width,bract_lower_length,bract_outer_length,bracteoles_length,bracteoles_width,pedicel_length,pedicel_width,staminate_pedicel_width,pistillate_pedicel_width,pistillate_pedicel_length,hypanthium_length,hypanthium_width,peduncle_length,peduncle_width,staminate_peduncle_length,staminate_peduncle_width,pistillate_peduncle_length,pistillate_peduncle_width,spathe_length,spathe_width,spadix_length,perianth_length,perianth_width,perianth_outer_length,perianth_outer_width,perianth_inner_length,perianth_inner_width,perianth_tube_length,perianth_lobes_length,perianth_lobes_width,staminate_perianth_tube_length,pistillate_perianth_tube_length,pappus_length,umbellet_length,labellum_length,labellum_width,calyx_length,calyx_width,calyx_teeth_length,calyx_teeth_width,calyx_lobes_length,calyx_lobes_width,upper_calyx_length,lower_calyx_length,inner_calyx_lobes_length,inner_calyx_lobes_width,outer_calyx_lobes_length,outer_calyx_lobes_width,calyx_tube_length,calyx_tube_width,male_calyx_length,male_calyx_width,male_calyx_lobes_length,male_calyx_lobes_width,female_calyx_length,female_calyx_width,female_calyx_lobes_length,female_calyx_lobes_width,male_calyx_lobes_length_inner,male_calyx_lobes_length_outer,male_calyx_lobes_width_outer,male_calyx_tube_length,female_calyx_lobes_length_inner,female_calyx_lobes_length_outer,female_calyx_lobes_width_inner,female_calyx_lobes_width_outer,inner_calyx_length,outer_calyx_length,corolla_length,corolla_width,corolla_tube_length,corolla_tube_width,corolla_lobes_length,corolla_lobes_width,upper_corolla,lower_corolla,upper_corolla_lobes_length,lower_corolla_lobes_length,corolla_lip,staminate_corolla_length,pistillate_corolla_length,staminate_corolla_tube_length,staminate_corolla_tube_width,pistillate_corolla_tube_length,pistillate_corolla_tube_width,female_corolla_lobes_length,female_corolla_lobes_width,male_corrola_lobes_length,male_corrola_lobes_width,fruit_length,fruit_width,fruit_diameter,seeds_perfruit,seed_length,seed_width,seed_diameter,species_id
82,82,Apocynaceae,Alyxia,stellata,maile,pg 213-215,['DICOTS'],,['GLABROUS (SMOOTH)'],['TERNATE'],GLOSSY,,,['MONOECIOUS'],['CYME'],,,,,,,,['SALVERFORM'],,,Greenish to yellowish white,['DRUPE'],2n,"36, 37, 38, 39*",37.5,['ENDEMIC'],['NAN'],"['SHRUB', 'VINE']",['COMPOUND'],['NOTEETH'],"['LANCEOLATE', 'LINEAR']",[],[],[],[],[],[],[],['G'],[],[],['HAWAII'],set(),,"{'exmin': nan, 'min': 0.7, 'max': 6.0, 'exmax': 9.0, 'unit': 'cm'}","{'exmin': 0.5, 'min': 0.8, 'max': 3.5, 'exmax': 4.3, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 0.3, 'max': 1.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 8.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 15.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.9, 'max': 1.5, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 4.0, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 1.5, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': None, 'min': 1.0, 'max': 1.0, 'exmax': None, 'unit': 'count'}",,,,Apocynaceae_Alyxia_stellata
83,83,Apocynaceae,Catharanthus,roseus,Madagascar periwinkle,"pg 215-216, 217",['DICOTS'],,['PUBERULENT'],['OPPOSITE'],glabrous,,,['MONOECIOUS'],['NAN'],,,,,,,,['SALVERFORM'],,,"White or rose pink, often with a white, red or yellow center",['FOLLICLE'],2n,"16, 24, 32",24.0,['NATURALIZED'],['NAN'],['ANNUAL HERB'],['SIMPLE'],['NOTEETH'],"['ELLIPTIC', 'OBLONG', 'OBOVATE']",[],[],[],[],[],[],['PUBERULENT'],[],[],[],['HAWAII'],{'Kihapai'},"{'exmin': nan, 'min': 0.3, 'max': 0.8, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 3.0, 'max': 5.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.5, 'max': 2.5, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 5.0, 'max': 7.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 20.0, 'max': 30.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 15.0, 'max': 27.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 1.5, 'max': 2.5, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}","{'exmin': nan, 'min': nan, 'max': 0.2, 'unit': 'cm'}",,"{'min': nan, 'max': 0.1, 'exmax': nan, 'unit': 'cm'}",Apocynaceae_Catharanthus_roseus
84,84,Apocynaceae,Ochrosia,compta,holei,pg 216-218,['DICOTS'],,['GLABROUS (SMOOTH)'],['WHORLED'],glabrous,,,['MONOECIOUS'],['NAN'],,,,,,,,['SALVERFORM'],,,Greenish white to white,['DRUPE'],,,,['ENDEMIC'],['NAN'],"['TREE', 'SHRUB/TREE']",['SIMPLE'],['NOTEETH'],"['ELLIPTIC', 'OBLANCEOLATE']",[],[],[],[],[],[],['GLABROUS'],[],[],[],"['MOLOKAI', 'OAHU']",set(),"{'exmin': nan, 'min': 3.0, 'max': 10.0, 'exmax': nan, 'unit': 'm'}","{'exmin': 5.0, 'min': 10.0, 'max': 17.5, 'exmax': 20.0, 'unit': 'cm'}","{'exmin': nan, 'min': 1.8, 'max': 5.6, 'exmax': 7.0, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 1.2, 'max': 3.3, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.0, 'max': 4.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': 8.0, 'min': 25.0, 'max': 42.0, 'exmax': 65.0, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': '3', 'max': 4.0, 'exmax': 5.0, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 6.0, 'max': 10.0, 'exmax': 12.0, 'unit': 'mm'}",,"{'exmin': nan, 'min': 6.5, 'max': 9.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 36.0, 'max': 53.0, 'exmax': 58.0, 'unit': 'mm'}","{'exmin': nan, 'min': 15.0, 'max': 28.0, 'exmax': 25.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Apocynaceae_Ochrosia_compta
85,85,Apocynaceae,Ochrosia,haleakalae,holei,"pg 216,218",['DICOTS'],,['GLABROUS (SMOOTH)'],['NAN'],glabrous,,,['MONOECIOUS'],['CYME'],,,,,,,,['SALVERFORM'],,,Greenish white to white,['DRUPE'],,,,['ENDEMIC'],['ENDEMIC'],"['TREE', 'SHRUB/TREE']",['SIMPLE'],['NOTEETH'],"['ELLIPTIC', 'OBLANCEOLATE']",[],[],[],[],[],[],['GLABROUS'],[],[],[],"['HAWAII', 'MAUI']",set(),"{'exmin': nan, 'min': 2.0, 'max': 8.0, 'exmax': nan, 'unit': 'm'}","{'exmin': 3.5, 'min': 6.0, 'max': 15.0, 'exmax': 19.0, 'unit': 'cm'}","{'exmin': 1.3, 'min': 2.5, 'max': 4.6, 'exmax': 6.0, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 0.8, 'max': 2.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.0, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': nan, 'min': 23.0, 'max': 40.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': '3', 'max': 4.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 11.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 7.0, 'max': 11.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': 38.0, 'min': 50.0, 'max': 60.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': 23.0, 'min': 28.0, 'max': nan, 'exmax': 36.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Apocynaceae_Ochrosia_haleakalae
86,86,Apocynaceae,Ochrosia,kilaueaensis,holei,"pg 216,218-219",['DICOTS'],,['GLABROUS (SMOOTH)'],['NAN'],glabrous,,,['MONOECIOUS'],['CYME'],,,,,,,,['SALVERFORM'],,,Greenish white to white,['DRUPE'],,,,['ENDEMIC'],['NAN'],"['TREE', 'SHRUB/TREE']",['SIMPLE'],['NOTEETH'],"['ELLIPTIC', 'OBLANCEOLATE']",[],[],[],[],[],[],['GLABROUS'],[],[],[],['HAWAII'],set(),"{'exmin': nan, 'min': 15.0, 'max': 18.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 6.0, 'max': 19.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 2.2, 'max': 6.5, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 1.5, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 5.0, 'max': 7.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': nan, 'min': 45.0, 'max': 63.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': '10', 'max': 11.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 7.0, 'max': 11.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 12.0, 'max': 15.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 45.0, 'max': 49.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': 24.0, 'min': 29.0, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Apocynaceae_Ochrosia_kilaueaensis
87,87,Apocynaceae,Pteralyxia,kauaiensis,kaulu,pg 219,['DICOTS'],,['GLABROUS (SMOOTH)'],['ALTERNATE'],glabrous,,,['MONOECIOUS'],['CYME'],,,,,,,,['SALVERFORM'],,,Pale yellow,['DRUPE'],,,,['ENDEMIC'],['NAN'],"['TREE', 'SHRUB/TREE']",['SIMPLE'],['NOTEETH'],"['OBLANCEOLATE', 'OBOVATE']",[],[],[],[],[],[],['GLABROUS'],['G'],[],[],['KAUAI'],set(),"{'exmin': nan, 'min': 3.0, 'max': 8.0, 'exmax': nan, 'unit': 'm'}","{'exmin': 9.2, 'min': 11.0, 'max': 22.0, 'exmax': 32.5, 'unit': 'cm'}","{'exmin': nan, 'min': 4.0, 'max': 6.5, 'exmax': 9.0, 'unit': 'cm'}",,,,,"{'exmin': 1.5, 'min': 2.3, 'max': 3.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 8.0, 'max': 12.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 3.0, 'max': 4.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Apocynaceae_Pteralyxia_kauaiensis
88,88,Apocynaceae,Pteralyxia,macrocarpa,kaulu,pg 219-220,['DICOTS'],,['GLABROUS (SMOOTH)'],['ALTERNATE'],glabrous,,,['MONOECIOUS'],['CYME'],,,,,,,,['SALVERFORM'],,,Pale yellow,['DRUPE'],,,,['ENDEMIC'],['VULNERABLE'],"['TREE', 'SHRUB/TREE']",['SIMPLE'],['NOTEETH'],"['ELLIPTIC', 'OBOVATE', 'ORBICULAR']",[],[],[],[],[],[],['GLABROUS'],['G'],[],[],['OAHU'],set(),"{'exmin': nan, 'min': 8.0, 'max': 15.0, 'exmax': nan, 'unit': 'm'}","{'exmin': 9.2, 'min': 18.0, 'max': 23.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': 4.5, 'min': 7.7, 'max': 10.5, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': 1.5, 'min': 2.3, 'max': 4.5, 'exmax': 5.5, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 7.0, 'max': 9.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': nan, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Apocynaceae_Pteralyxia_macrocarpa
89,89,Apocynaceae,Rauvolfia,sandwicensis,hao,pg 220-221,['DICOTS'],,['GLABROUS (SMOOTH)'],['WHORLED'],glabrous,,,['MONOECIOUS'],['CYME'],,,,,,,,['SALVERFORM'],,,Pale green center,['DRUPE'],2n,44*,44.0,['ENDEMIC'],['NS'],"['SHRUB', 'TREE', 'SHRUB/TREE']",['SIMPLE'],['NOTEETH'],"['ELLIPTIC', 'OBLANCEOLATE', 'OBOVATE']",[],[],[],[],[],[],['GLABROUS'],[],[],[],['OAHU'],{'Hao'},"{'exmin': nan, 'min': 3.0, 'max': 10.0, 'exmax': 13.0, 'unit': 'm'}","{'exmin': nan, 'min': 6.0, 'max': 16.0, 'exmax': 22.0, 'unit': 'cm'}","{'exmin': 1.5, 'min': 2.5, 'max': 6.0, 'exmax': 6.5, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 1.5, 'max': 4.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}",,,,,,"{'exmin': nan, 'min': 0.5, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 60.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': '1', 'max': 8.0, 'exmax': 10.0, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 10.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 1.0, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 8.0, 'max': 16.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 6.0, 'max': nan, 'exmax': 20.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}","{'exmin': nan, 'min': nan, 'max': 1.0, 'unit': 'cm'}","{'min': nan, 'max': 0.5, 'unit': 'cm'}",,Apocynaceae_Rauvolfia_sandwicensis
90,90,Aquifoliaceae,Ilex,anomala,kawa`u,pg 221-223,['DICOTS'],,['GLABROUS (SMOOTH)'],['ALTERNATE'],glabrous,,,"['MONOECIOUS', 'DIOECIOUS']",['CYME'],,,,,,,,"['OBLONG', 'ELLIPTIC']",,,White or greenish,['DRUPE'],2n,80*,80.0,['INDIGENOUS'],['NAN'],"['TREE', 'SHRUB/TREE']",['SIMPLE'],"['TEETH', 'NOTEETH']","['ELLIPTIC', 'OBLANCEOLATE', 'ORBICULAR']",[],[],[],[],[],[],['GLABROUS'],[],[],[],"['HAWAII', 'MAUI', 'NIIHAU']","{'Kawa`u', '`aiea'}","{'exmin': 1.0, 'min': 5.0, 'max': 12.0, 'exmax': nan, 'unit': 'm'}","{'exmin': 3.0, 'min': 4.0, 'max': 12.0, 'exmax': 19.0, 'unit': 'cm'}","{'exmin': 1.5, 'min': 2.0, 'max': 6.0, 'exmax': 9.5, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 0.5, 'max': 2.5, 'exmax': 3.5, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 20.0, 'max': 100.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,"{'min': 2.0, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 2.0, 'max': 6.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': nan, 'min': 13.0, 'max': 50.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': '1.5', 'max': 2.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 2.0, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': nan, 'min': 1.5, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': 3.0, 'min': 3.5, 'max': 4.5, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,"{'exmin': nan, 'min': 7.0, 'max': nan, 'exmax': 10.0, 'unit': 'mm'}","{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Aquifoliaceae_Ilex_anomala
91,91,Aquifoliaceae,Ilex,aquifolium,English or European holly,"pg 221,222,224",['DICOTS'],,['GLABROUS (SMOOTH)'],['ALTERNATE'],glabrous,,,"['MONOECIOUS', 'DIOECIOUS']",['CYME'],,,,,,,,"['OBLONG', 'ELLIPTIC']",,,White or greenish,['DRUPE'],2n,"40, ca.46",43.0,['NATURALIZED'],['NAN'],"['SHRUB', 'TREE', 'SHRUB/TREE']",['SIMPLE'],['TEETH'],['ELLIPTIC'],[],[],[],[],[],[],['GLABROUS'],[],[],[],"['HAWAII', 'MAUI']",set(),"{'exmin': nan, 'min': 2.0, 'max': 10.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 5.0, 'max': 12.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 2.5, 'max': 5.5, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.5, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 4.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,"{'exmin': nan, 'min': 8.0, 'max': nan, 'exmax': 10.0, 'unit': 'mm'}","{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Aquifoliaceae_Ilex_aquifolium
92,92,Aquifoliaceae,Ilex,paraguariensis,"yerbe mate, Paraguay tea","pg 221,224",['DICOTS'],,['NAN'],['ALTERNATE'],glabrous,,,"['MONOECIOUS', 'DIOECIOUS']",['CYME'],,,,,,,,"['OBLONG', 'ELLIPTIC']",,,White or greenish,['DRUPE'],2n,40,40.0,['NATURALIZED'],['NAN'],"['SHRUB', 'TREE', 'SHRUB/TREE']",['SIMPLE'],['TEETH'],"['ELLIPTIC', 'OBOVATE']",[],[],[],[],[],[],['GLABROUS'],[],[],[],['OAHU'],set(),"{'exmin': nan, 'min': 4.0, 'max': 7.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 2.5, 'max': 13.0, 'exmax': 25.0, 'unit': 'cm'}","{'exmin': nan, 'min': 2.0, 'max': 6.4, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,,,"{'exmin': nan, 'min': 1.0, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 5.0, 'max': 8.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.4, 'max': 0.6, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.5, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': 6.0, 'unit': 'mm'}","{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Aquifoliaceae_Ilex_paraguariensis
