,family,genus,species,common_name,wagner_pg_number,description,infraspecific_epithet,stem_hair_type,phyllotaxy_type,breeding_type,inflorescence_type,ray_color,floret_color,spathe_color,perianth_outer_color,perianth_inner_color,perianth_color,labellum_color,corolla_type,staminate_corolla_type,pistillate_corolla_type,corolla_color,fruit_type,ploidy,chromosome_number,average_chromosome_number,origin,status,life_form_type,leaf_type,leaf_margin_type,leaf_shape_type,juvenile_leaf_type,juvenile_leaf_margin_type,juvenile_leaf_shape_type,leaflets_leaf_type,leaflets_leaf_margin_type,leaflets_leaf_shape_type,leaf_hair_type,leaf_hair_upper_type,leaf_hair_lower_type,juvenile_leaf_hair_type,island_type,hawaiian_name,stem_height,leaf_length,leaf_width,juvenile_leaf_length,juvenile_leaf_width,leaflets_leaf_length,leaflets_leaf_width,petioles,staminate_inflorescence_length,staminate_inflorescence_width,pistillate_inflorescence_length,pistillate_inflorescence_width,inflorescence_flower_length,inflorescence_flower_width,flower_length,flower_width,rachis_length,rachis_diameter,head_length,head_diameter,bur_length,tepal_length,staminate_tepal_length,pistillate_tepal_length,ray_length,ray_width,florets_length,involucre_length,involucre_width,staminate_involucre_length,pistilate_involucre_length,bract_length,bract_width,bract_lower_length,bract_outer_length,bracteoles_length,bracteoles_width,pedicel_length,pedicel_width,pistillate_pedicel_length,hypanthium_length,hypanthium_width,peduncle_length,peduncle_width,spathe_length,spathe_width,spadix_length,perianth_length,perianth_width,perianth_outer_length,perianth_outer_width,perianth_inner_length,perianth_inner_width,perianth_tube_length,perianth_lobes_length,perianth_lobes_width,staminate_perianth_tube_length,pistillate_perianth_tube_length,pappus_length,umbellet_length,labellum_length,labellum_width,calyx_length,calyx_width,calyx_teeth_length,calyx_teeth_width,calyx_lobes_length,calyx_lobes_width,upper_calyx_length,lower_calyx_length,inner_calyx_lobes_length,inner_calyx_lobes_width,outer_calyx_lobes_length,outer_calyx_lobes_width,calyx_tube_length,calyx_tube_width,male_calyx_length,male_calyx_width,male_calyx_lobes_length,male_calyx_lobes_width,female_calyx_length,female_calyx_width,female_calyx_lobes_length,female_calyx_lobes_width,male_calyx_lobes_length_inner,male_calyx_lobes_length_outer,male_calyx_lobes_width_outer,male_calyx_tube_length,female_calyx_lobes_length_inner,female_calyx_lobes_length_outer,female_calyx_lobes_width_inner,female_calyx_lobes_width_outer,inner_calyx_length,outer_calyx_length,corolla_length,corolla_width,corolla_tube_length,corolla_tube_width,corolla_lobes_length,corolla_lobes_width,upper_corolla_length,lower_corolla_length,upper_corolla_lobes_length,lower_corolla_lobes_length,corolla_lip_length,staminate_corolla_length,pistillate_corolla_length,staminate_corolla_tube_length,staminate_corolla_tube_width,pistillate_corolla_tube_length,pistillate_corolla_tube_width,female_corolla_lobes_length,female_corolla_lobes_width,male_corolla_lobes_length,male_corolla_lobes_width,fruit_length,fruit_width,fruit_diameter,seeds_perfruit,seed_length,seed_width,seed_diameter,pistillate_peduncle_length,pistillate_peduncle_width,staminate_pedicel_length,staminate_peduncle_length,staminate_peduncle_width,species_key
2153,Polygonaceae,Polygonum,argyrocoleon,"smartweed, knotweed","pg 1060, 1062",Dicots,,GLABROUS,,MONOECIOUS,,,,,,,,,,,,,NUT,2n,40,40,PC,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.2, 'max': 0.5, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 1.0, 'max': 3.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.1, 'max': 0.4, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.1, 'max': 0.4, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 1.5, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 0.2, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,polygonaceae_polygonum_argyrocoleon
2154,Polygonaceae,Polygonum,aviculare,"smartweed, knotweed",pg 1060-1063,Dicots,,GLABROUS,,MONOECIOUS,,,,,,,,,,,,,NUT,2n,"20, 22, 40, 60",35.5,PC,,,,,,,,,,,,,,,,,,,"{'exmin': 0.2, 'min': 0.3, 'max': 1.5, 'exmax': 2.5, 'unit': 'cm'}","{'exmin': nan, 'min': 0.1, 'max': 0.6, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.1, 'max': 0.6, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.2, 'max': 0.3, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,polygonaceae_polygonum_aviculare
2155,Polygonaceae,Rumex,acetosella,sheep sorrel,pg 1065-1066,Dicots,,,basal,MONOECIOUS or DIOECIOUS,,,,,,,,,,,,,NUT,2n,"14-16, 21-23, 28, 30, 32, 35, 38-43",27.5555556,PC,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.2, 'max': 0.5, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 3.0, 'max': 6.0, 'exmax': 10.0, 'unit': 'cm'}","{'exmin': nan, 'min': 1.0, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 1.0, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 2.0, 'max': 5.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.0, 'max': 1.2, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.12, 'max': 0.15, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,polygonaceae_rumex_acetosella
2156,Polygonaceae,Rumex,albescens,hu`ahu`ako,pg 1065-1066,Dicots,,GLABROUS to PILOSE,ALTERNATE,MONOECIOUS,,,,,,,,,,,,,NUT,2n,"ca. 36*, 40*, 60*",45.3333333,ENDEMIC,,,,,,,,,,,,,,,,,{'Huahuako'},"{'exmin': nan, 'min': 0.03, 'max': 2.0, 'exmax': nan, 'unit': 'm'}","{'exmin': 8.0, 'min': 11.0, 'max': 33.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 2.8, 'max': 11.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 2.8, 'max': 11.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 1.5, 'max': 9.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': 120.0, 'min': 150.0, 'max': 500.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,"{'exmin': None, 'min': 2.0, 'max': 2.5, 'exmax': None, 'unit': 'mm'}","{'exmin': None, 'min': 0.8, 'max': 1.0, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.2, 'max': 0.24, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,polygonaceae_rumex_albescens
2157,Polygonaceae,Rumex,brownei,slender dock,pg 1065-1067,Dicots,,GLABROUS,ALTERNATE,MONOECIOUS,,,,,,,,,,,,,NUT,2n,40,40,PC,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.3, 'max': 1.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 8.0, 'max': 16.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.8, 'max': 1.8, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.8, 'max': 1.8, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 2.5, 'max': 9.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 1.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 0.2, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,polygonaceae_rumex_brownei
2158,Polygonaceae,Rumex,conglomeratus,dock,,Dicots,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polygonaceae_rumex_conglomeratus
2159,Polygonaceae,Rumex,crispus,curly or yellow dock,pg 1065-1067,Dicots,crispus,GLABROUS to PILOSE,ALTERNATE,MONOECIOUS,,,,,,,,,,,,,NUT,2n,60,60,PC,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.6, 'max': 1.5, 'exmax': nan, 'unit': 'm'}","{'exmin': 12.0, 'min': 16.0, 'max': 60.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.8, 'max': 6.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.8, 'max': 6.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 2.0, 'max': 30.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.2, 'max': 1.5, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 0.22, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,polygonaceae_rumex_crispus
2160,Polygonaceae,Rumex,crispus,yellow dock,pg 1065-1067,Dicots,fauriei,GLABROUS to PILOSE,ALTERNATE,MONOECIOUS,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.6, 'max': 1.5, 'exmax': nan, 'unit': 'm'}",,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 30.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.2, 'max': 1.5, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polygonaceae_rumex_crispus
2161,Polygonaceae,Rumex,giganteus,"pawale, uhauhako",pg 1065-1069,Dicots,,GLABROUS to PILOSE,ALTERNATE,MONOECIOUS,,,,,,,,,,,,,NUT,2n,"54*, ca. 56*, 60*",56.6666667,ENDEMIC,,,,,,,,,,,,,,,,,"{'Pawale, uhauhako'}","{'exmin': 0.8, 'min': 2.0, 'max': 20.0, 'exmax': nan, 'unit': 'm'}","{'exmin': 6.0, 'min': 22.0, 'max': 30.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': 1.8, 'min': 2.5, 'max': 10.0, 'exmax': 11.6, 'unit': 'cm'}",,"{'exmin': 1.8, 'min': 2.5, 'max': 10.0, 'exmax': 11.6, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 1.0, 'max': 7.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': 150.0, 'min': 250.0, 'max': 800.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': nan, 'min': 200.0, 'max': 300.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,"{'exmin': None, 'min': 1.0, 'max': 1.2, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.18, 'max': 0.23, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,polygonaceae_rumex_giganteus
2162,Polygonaceae,Rumex,obtusifolius,bitter dock,"pg 1065-1066, 1069",Dicots,obtusifolius,GLABROUS,,MONOECIOUS,,,,,,,,,,,,,NUT,2n,"20, 40, 60",40,PC,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.6, 'max': 1.2, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 25.0, 'max': 45.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 9.0, 'max': 11.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 9.0, 'max': 11.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 2.0, 'max': 9.0, 'exmax': 25.0, 'unit': 'cm'}",,,,,,,,,,,,,,,"{'exmin': None, 'min': 0.8, 'max': 1.0, 'exmax': None, 'unit': 'mm'}","{'exmin': None, 'min': 1.0, 'max': 1.2, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.2, 'max': 0.24, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,polygonaceae_rumex_obtusifolius
2163,Polygonaceae,Rumex,skottsbergii,pawale,"pg 1065-1066, 1069-1070",Dicots,,GLABROUS,,MONOECIOUS,,,,,,,,,,,,,NUT,2n,60*,60,ENDEMIC,,,,,,,,,,,,,,,,,{'Pawale'},"{'exmin': nan, 'min': 0.7, 'max': 1.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 5.5, 'max': 9.0, 'exmax': 13.5, 'unit': 'cm'}","{'exmin': nan, 'min': 1.4, 'max': 5.8, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 1.4, 'max': 5.8, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 1.7, 'max': 3.5, 'exmax': 5.0, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 100.0, 'max': 200.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': nan, 'min': 50.0, 'max': 100.0, 'exmax': 150.0, 'unit': 'cm'}",,,,,,,"{'exmin': None, 'min': nan, 'max': 1.0, 'exmax': None, 'unit': 'mm'}","{'exmin': None, 'min': 1.0, 'max': 1.5, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.18, 'max': 0.2, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,polygonaceae_rumex_skottsbergii
2164,Polypodiaceae,Lepisorus,thunbergianus,,,Ferns and fern allies,,,,,,,,,,,,,,,,,,,,,INDIGENOUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polypodiaceae_lepisorus_thunbergianus
2165,Polypodiaceae,Microsorum,spectrum,,,Ferns and fern allies,,,,,,,,,,,,,,,,,,,,,ENDEMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polypodiaceae_microsorum_spectrum
2166,Polypodiaceae,Phlebodium,aureum,,,Ferns and fern allies,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polypodiaceae_phlebodium_aureum
2167,Polypodiaceae,Phymatosorus,grossus,,,Ferns and fern allies,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polypodiaceae_phymatosorus_grossus
2168,Polypodiaceae,Platycerium,bifurcatum,,,Ferns and fern allies,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polypodiaceae_platycerium_bifurcatum
2169,Polypodiaceae,Polypodium,pellucidum,,,Ferns and fern allies,,,,,,,,,,,,,,,,,,,,,ENDEMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polypodiaceae_polypodium_pellucidum
2170,Pontederiaceae,Eichhornia,crassipes,water hyacinth,,Monocots,,,,,,,,,,,,,,,,,,2n,"30, 32, 58","30, 32, 58",PC,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.5, 'max': 16.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 4.0, 'max': 14.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 4.0, 'max': 14.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pontederiaceae_eichhornia_crassipes
2171,Pontederiaceae,Monochoria,vaginalis,cordate monochoria,,Monocots,,,,,,,,,,,,,,,,,CAPSULE,2n,"26, 28, 52, 60, 72, 74, 89","26, 28, 52, 60, 72, 74, 89",PC,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 5.0, 'max': 10.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.5, 'max': 3.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 1.5, 'max': 3.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 1.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,pontederiaceae_monochoria_vaginalis
2172,Portulacaceae,Portulaca,lutea,`ihi,pg 1070-1073,Dicots,,GLABROUS,ALTERNATE,MONOECIOUS,,,,,,,,,OBOVATE,,,Yellow,CAPSULE,,,,INDIGENOUS,,,,,,,,,,,,,,,,,{'Ihi'},,"{'exmin': nan, 'min': 1.0, 'max': 2.5, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.7, 'max': 1.5, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.7, 'max': 1.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': 4.0, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 7.0, 'max': 9.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 12.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 0.7, 'exmax': nan, 'unit': 'mm'}",,,,"{'exmin': nan, 'min': nan, 'max': 0.1, 'exmax': None, 'unit': 'cm'}",,,,,,,,portulacaceae_portulaca_lutea
2173,Portulacaceae,Portulaca,molokiniensis,`ihi,pg 1070-1073,Dicots,,GLABROUS,DECUSSATE,MONOECIOUS,,,,,,,,,OBCORDATE,,,Bright lemon yellow,CAPSULE,,,,ENDEMIC,,,,,,,,,,,,,,,,,{'Ihi'},,"{'exmin': nan, 'min': 4.0, 'max': 4.5, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 2.0, 'max': 5.5, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 2.0, 'max': 5.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 8.0, 'max': 10.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 12.0, 'max': 18.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.8, 'max': 0.9, 'exmax': nan, 'unit': 'mm'}",,,,"{'exmin': nan, 'min': 0.07, 'max': 0.09, 'exmax': None, 'unit': 'cm'}",,,,,,,,portulacaceae_portulaca_molokiniensis
2174,Portulacaceae,Portulaca,oleracea,"common purslane, pigweed","pg 1070-1071, 1072",Dicots,,GLABROUS,ALTERNATE,MONOECIOUS,,,,,,,,,OBOVATE,,,Yellow,CAPSULE,2n,"14, 18, 36, 45, 52, 54",36.5,PC,,,,,,,,,,,,,,,,,"{'Akulikuli kula, akulikuli lau lii, ihi'}","{'exmin': nan, 'min': 0.1, 'max': 0.2, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 1.0, 'max': 2.5, 'exmax': 4.0, 'unit': 'cm'}","{'exmin': nan, 'min': 0.5, 'max': 1.5, 'exmax': 2.0, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.5, 'max': 1.5, 'exmax': 2.0, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 4.0, 'exmax': 8.0, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 10.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 0.4, 'exmax': nan, 'unit': 'mm'}",,,,"{'exmin': nan, 'min': 0.05, 'max': 0.06, 'exmax': None, 'unit': 'cm'}",,,,,,,,portulacaceae_portulaca_oleracea
2175,Portulacaceae,Portulaca,pilosa,`akulikuli,pg 1070-1074,Dicots,,GLABROUS,ALTERNATE,MONOECIOUS,,,,,,,,,OBOVATE,,,Magenta,CAPSULE,2n,"16, 18, 36",23.3333333,PC,,,,,,,,,,,,,,,,,{'Akulikuli'},,"{'exmin': nan, 'min': 0.4, 'max': 1.5, 'exmax': 2.5, 'unit': 'cm'}","{'exmin': nan, 'min': 0.05, 'max': 0.2, 'exmax': 0.4, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.05, 'max': 0.2, 'exmax': 0.4, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 1.0, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': None, 'min': 0.7, 'max': 2.5, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 2.5, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 5.0, 'max': 6.0, 'exmax': 10.0, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.2, 'max': 0.3, 'exmax': 0.4, 'unit': 'mm'}",,,,,,,,,,,,portulacaceae_portulaca_pilosa
